Date,NSIDC SMAP/Sentinel 1Km: avg, NSIDC SMAP/Sentinel 1Km: avg Percent of AOI with data
2021-1-12 00:00:00,0.255,37.37,
2021-1-13 00:00:00,null,0.00,
2021-1-14 00:00:00,null,0.00,
2021-1-15 00:00:00,0.240,49.75,
2021-1-16 00:00:00,null,0.00,
2021-1-17 00:00:00,null,0.00,
2021-1-18 00:00:00,null,0.00,
2021-1-19 00:00:00,null,0.00,
2021-1-20 00:00:00,0.224,73.37,
2021-1-21 00:00:00,null,0.00,
2021-1-22 00:00:00,null,0.00,
2021-1-23 00:00:00,null,0.00,
2021-1-24 00:00:00,null,0.00,
2021-1-25 00:00:00,0.249,15.52,
2021-1-28 00:00:00,null,0.00,
2021-1-29 00:00:00,null,0.00,
2021-1-30 00:00:00,0.223,69.15,
2021-1-31 00:00:00,null,0.00,
2021-2-1 00:00:00,null,0.00,
2021-2-2 00:00:00,0.197,24.83,
2021-2-3 00:00:00,null,0.00,
2021-2-4 00:00:00,null,0.00,
2021-2-5 00:00:00,0.255,36.50,
2021-2-6 00:00:00,null,0.00,
2021-2-7 00:00:00,null,0.00,
2021-2-8 00:00:00,0.251,49.94,
2021-2-9 00:00:00,null,0.00,
2021-2-10 00:00:00,null,0.00,
2021-2-11 00:00:00,null,0.00,
2021-2-12 00:00:00,null,0.00,
2021-2-13 00:00:00,0.205,73.19,
2021-2-14 00:00:00,null,0.00,
2021-2-15 00:00:00,0.186,25.39,
2021-2-16 00:00:00,null,0.00,
2021-2-17 00:00:00,null,0.00,
2021-2-18 00:00:00,0.248,37.38,
2021-2-19 00:00:00,null,0.00,
2021-2-20 00:00:00,null,0.00,
2021-2-21 00:00:00,0.230,76.77,
2021-2-22 00:00:00,null,0.00,
2021-2-23 00:00:00,0.200,75.04,
2021-2-24 00:00:00,null,0.00,
2021-2-25 00:00:00,null,0.00,
2021-2-26 00:00:00,0.172,26.96,
2021-2-27 00:00:00,null,0.00,
2021-2-28 00:00:00,null,0.00,
2021-3-1 00:00:00,0.237,37.33,
2021-3-2 00:00:00,null,0.00,
2021-3-3 00:00:00,null,0.00,
2021-3-4 00:00:00,0.214,58.09,
2021-3-5 00:00:00,null,0.00,
2021-3-6 00:00:00,null,0.00,
2021-3-7 00:00:00,null,0.00,
2021-3-8 00:00:00,null,0.00,
2021-3-9 00:00:00,0.206,76.31,
2021-3-10 00:00:00,null,0.00,
2021-3-11 00:00:00,null,0.00,
2021-3-12 00:00:00,null,0.00,
2021-3-13 00:00:00,null,0.00,
2021-3-14 00:00:00,0.289,37.32,
2021-3-15 00:00:00,null,0.00,
2021-3-16 00:00:00,null,0.00,
2021-3-17 00:00:00,0.226,80.29,
2021-3-18 00:00:00,null,0.00,
2021-3-19 00:00:00,0.190,43.03,
2021-3-20 00:00:00,0.230,28.45,
2021-3-21 00:00:00,null,0.00,
2021-3-22 00:00:00,0.181,27.71,
2021-3-23 00:00:00,null,0.00,
2021-3-24 00:00:00,null,0.00,
2021-3-26 00:00:00,null,0.00,
2021-3-27 00:00:00,null,0.00,
2021-3-28 00:00:00,0.214,59.00,
2021-3-29 00:00:00,null,0.00,
2021-3-30 00:00:00,null,0.00,
2021-3-31 00:00:00,null,0.00,
2021-4-1 00:00:00,null,0.00,
2021-4-2 00:00:00,0.223,78.66,
2021-4-3 00:00:00,null,0.00,
2021-4-4 00:00:00,0.178,28.35,
2021-4-5 00:00:00,null,0.00,
2021-4-6 00:00:00,null,0.00,
2021-4-7 00:00:00,0.225,37.31,
2021-4-8 00:00:00,null,0.00,
2021-4-9 00:00:00,null,0.00,
2021-4-10 00:00:00,0.229,80.93,
2021-4-11 00:00:00,null,0.00,
2021-4-14 00:00:00,null,0.00,
2021-4-15 00:00:00,0.167,27.56,
2021-4-16 00:00:00,null,0.00,
2021-4-17 00:00:00,null,0.00,
2021-4-20 00:00:00,null,0.00,
2021-4-21 00:00:00,0.227,58.20,
2021-4-22 00:00:00,null,0.00,
2021-4-23 00:00:00,null,0.00,
2021-4-24 00:00:00,null,0.00,
2021-4-25 00:00:00,null,0.00,
2021-4-26 00:00:00,0.217,78.76,
2021-4-27 00:00:00,null,0.00,
2021-4-28 00:00:00,null,0.00,
2021-4-29 00:00:00,null,0.00,
2021-4-30 00:00:00,null,0.00,
2021-5-1 00:00:00,0.248,37.28,
2021-5-2 00:00:00,null,0.00,
2021-5-3 00:00:00,null,0.00,
2021-5-4 00:00:00,0.283,83.02,
2021-5-5 00:00:00,null,0.00,
2021-5-6 00:00:00,0.328,43.01,
2021-5-7 00:00:00,0.301,27.90,
2021-5-8 00:00:00,null,0.00,
2021-5-9 00:00:00,null,0.00,
2021-5-10 00:00:00,null,0.00,
2021-5-11 00:00:00,null,0.00,
2021-5-12 00:00:00,0.353,37.29,
2021-5-13 00:00:00,null,0.00,
2021-5-14 00:00:00,null,0.00,
2021-5-15 00:00:00,0.343,37.84,
2021-5-16 00:00:00,null,0.00,
2021-5-17 00:00:00,null,0.00,
2021-5-18 00:00:00,null,0.00,
2021-5-19 00:00:00,null,0.00,
2021-5-20 00:00:00,0.305,81.56,
2021-5-21 00:00:00,null,0.00,
2021-5-22 00:00:00,null,0.00,
2021-5-23 00:00:00,null,0.00,
2021-5-24 00:00:00,null,0.00,
2021-5-25 00:00:00,0.289,37.47,
2021-5-26 00:00:00,null,0.00,
2021-5-27 00:00:00,null,0.00,
2021-5-28 00:00:00,0.379,82.11,
2021-5-29 00:00:00,null,0.00,
2021-5-30 00:00:00,0.346,81.44,
